sequence,gender,generation,education_type,locality,religion,how_often,partner,marriage,break,divorce,education,work,sep_from_par,child,p_m,p_b,p_d,p_e,p_w,p_s,p_c,m_b,m_d,m_e,m_w,m_s,m_c,b_d,b_e,b_w,b_s,b_c,d_e,d_w,d_s,d_c,e_w,e_s,e_c,w_s,w_c,s_c
swmce,m,0,higher,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
smewc,m,0,higher,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
pswmbdce,f,1,higher,city,no,never,1,1,1,1,1,1,1,1,<,<,<,<,<,<,<,<,<,<,>,>,<,<,<,>,>,<,<,>,>,<,>,>,>,>,<,<
pews,f,1,professional,city,yes,sev_a_year,1,0,0,0,1,1,1,0,<,<,<,<,<,<,<,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
ewmcs,m,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
ewpsmc,f,0,general,city,no,never,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewspmcb,f,1,general,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,<,<,=,<,<
wmsce,f,0,general,city,yes,once_a_week,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wepsmcb,f,0,general,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
spmcew,m,1,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
wemcs,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
swmcep,f,0,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
cmedpsw,f,1,higher,city,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,<,=,>,<,<,<,<,<,>,>,>,>,>,>,>,<,<,>,<,<,>,>,>,>
wmsce,f,1,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
swpe,m,0,higher,city,no,never,1,0,0,0,1,1,1,0,<,<,<,<,>,>,<,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,>,>,<,>,<,<
sewpmcbd,f,1,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmcd,m,1,higher,city,no,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
mcsewd,f,0,higher,city,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,>,>,>,>,<,>,>,>,>,>
smew,f,1,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,<,<,>,<,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
wespmcb,m,0,general,city,no,never,1,1,1,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
mewsc,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,=,<,<
ewmscdpb,f,0,professional,city,yes,min_once_a_month,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
spew,m,1,higher,city,no,never,1,0,0,0,1,1,1,0,<,<,<,<,<,>,<,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
ewpsmc,m,1,higher,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
smcew,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
wsemc,f,0,professional,city,no,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,=,<,<
wmscpbe,f,0,professional,city,yes,min_once_a_month,1,1,1,0,1,1,1,1,>,<,<,<,>,>,>,<,<,<,>,=,<,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<
spmewcbd,f,1,higher,city,no,never,1,1,1,1,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,=,>,>,>,>,>,>,>,>,<,>,<,>,<,<
smcew,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
swpmcbe,f,0,general,city,yes,never,1,1,1,0,1,1,1,1,<,<,<,<,>,>,<,<,<,<,>,>,<,<,<,>,>,>,>,>,>,>,>,>,>,>,<,<
smcew,m,1,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,=,>,>,>,>,<
sewpmcbd,f,1,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,=,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmcpdbs,f,0,higher,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,<,>,>,<,>,<,<,>,>,<,<,>,>,>,<,>,>,>,<,>,<,<,<,<,<,>
swmcdpbe,m,0,general,city,yes,never,1,1,1,1,1,1,1,1,>,<,>,<,>,>,>,<,<,<,>,>,<,>,<,>,>,>,<,>,>,>,>,>,>,>,<,<
wpmscdbe,f,1,higher,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,<,<,>,<,>,>,>,<,>,>,>,>,>,>,<,<,<
ewmsc,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swmcpdbe,f,0,general,city,yes,never,1,1,1,1,1,1,1,1,>,<,<,<,>,>,>,<,<,<,>,>,<,>,<,>,>,>,<,>,>,>,>,>,>,>,<,<
sewmdc,f,0,general,city,no,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,<,<,>,<,>,<,<
sewmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewpmcsbd,f,0,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,<,>,>,>,>,>,>,>,>,<,<,<,<,<,>
pswcmbed,f,1,general,city,yes,min_once_a_month,1,1,1,1,1,1,1,1,<,<,<,<,<,=,<,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,>,>,>,<,<
wmsec,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
wse,m,1,general,city,no,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,>,>,<,<,<,<
ewspmbdc,m,1,professional,city,no,never,1,1,1,1,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,<,>,>,>,<,<,<,<,<,<,<
ewps,f,1,professional,city,yes,min_once_a_month,1,0,0,0,1,1,1,0,<,<,<,>,>,<,<,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
wscpe,f,0,higher,city,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,<,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
ewmcs,m,1,higher,city,no,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wemsc,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
swpemc,m,1,general,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wsepcb,m,1,professional,city,yes,min_once_a_month,1,0,1,0,1,1,1,1,<,<,<,>,>,>,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<
spemwbdc,f,1,professional,city,yes,min_once_a_month,1,1,1,1,1,1,1,1,<,<,<,=,<,>,<,<,<,>,<,>,<,<,>,>,>,<,>,>,>,<,<,>,<,>,<,<
sewmc,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
pwmcsbde,f,1,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,<,<,<,<,<,<,>,<,<,=,<,>,>,>,<,>,>,>,>,>,>,<,<,>
sewpmcb,f,0,higher,city,no,never,1,1,1,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewspc,m,1,professional,city,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,>,>,>,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wespmc,m,1,professional,city,yes,min_once_a_month,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
scwe,f,0,professional,city,yes,min_once_a_month,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,>,>,>,<
ewspc,m,1,professional,city,yes,never,1,0,0,0,1,1,1,1,<,<,<,>,>,>,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
smcewpb,f,0,general,city,yes,sev_a_year,1,1,1,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,<,>,<,<,>,>,>,>,>,>,>,>,=,>,>,>,>,<
wpsec,f,1,professional,city,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,<,>,<,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
spmecwbd,m,1,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,=,>,>,>,>,>,>,>,>,<,>,<,>,>,<
wpsmce,f,0,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,>,=,<,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wsepmcb,f,0,general,city,no,never,1,1,1,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<
wmsedcp,f,1,general,city,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,>,=,<,>,>,>,>,>,>,>,>,<,>,>,<,<,<,<
pwesb,m,1,professional,city,yes,never,1,0,1,0,1,1,1,0,<,<,<,<,<,<,<,>,n,>,>,>,n,<,>,>,>,<,>,>,>,n,>,<,<,<,<,<
wpmcse,f,1,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,>
emcws,f,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,>,>
spmcewb,f,0,higher,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,<,>,>,>,>,>,>,>,>,<,>,>,>,>,<
spmecwb,f,0,higher,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,<,>,>,>,>,>,>,>,>,<,>,<,>,>,<
swce,f,1,professional,city,yes,sev_a_year,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
wsmced,f,1,general,city,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,>,<,>,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wspecb,f,0,higher,city,yes,sev_a_year,1,0,1,0,1,1,1,1,<,<,<,<,>,>,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewmcpdsb,f,0,professional,city,yes,never,1,1,1,1,1,1,1,1,>,<,=,>,>,<,>,<,<,>,>,<,<,>,>,>,>,>,>,>,<,>,=,<,<,<,<,>
ewmcs,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
semcw,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,>,<
ewpsmcb,m,1,professional,city,no,never,1,1,1,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,<,<,<,<,<
spewcmb,f,0,professional,city,yes,never,1,1,1,0,1,1,1,1,<,<,<,<,<,>,<,<,<,>,>,>,>,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wspmec,f,1,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,<,>,>,<,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewspmcbd,f,0,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,=,>,>,>,>,>,>,>,>,<,<,<,<,<,<
spmcewbd,f,1,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,=,>,>,>,>,>,>,>,>,<,>,>,>,>,<
smewc,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,=,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wemsc,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewcpms,f,1,general,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,<,>,<,<,>,>,<,>,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
wepmcsbd,m,1,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,=,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wemsc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wspcmebd,f,1,general,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,>,>,=,<,<,<,>,>,>,=,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wecpsb,f,1,general,city,yes,sev_a_year,1,0,1,0,1,1,1,1,<,<,<,>,>,<,>,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wsmced,f,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,>,<,>,>,>,>,>,>,>,>,>,>,>,>,<,<,<
msewcp,f,0,professional,city,yes,never,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewspb,f,1,professional,city,yes,sev_a_year,1,0,1,0,1,1,1,0,<,<,<,>,>,>,<,>,n,>,>,>,n,<,>,>,>,<,>,>,>,n,<,<,<,<,<,<
sewc,f,0,higher,city,yes,sev_a_year,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmcs,m,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
we,m,1,professional,city,yes,never,0,0,0,0,1,1,0,0,n,n,n,>,>,n,n,n,n,>,>,n,n,n,>,>,n,n,>,>,n,n,>,<,<,<,<,n
wepmbd,m,1,general,city,yes,never,1,1,1,1,1,1,0,0,<,<,<,>,>,<,<,<,<,>,>,<,<,=,>,>,<,<,>,>,<,<,>,<,<,<,<,n
wmsce,f,0,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wepscb,f,0,higher,city,yes,min_once_a_month,1,0,1,0,1,1,1,1,<,<,<,>,>,<,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
sewmc,m,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
swmce,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
wesmc,m,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
pewbsc,f,1,higher,city,yes,sev_a_year,1,0,1,0,1,1,1,1,<,<,<,<,<,<,<,>,n,>,>,>,>,<,>,>,<,<,>,>,>,>,<,<,<,<,<,<
swemc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
sew,f,0,general,city,yes,sev_a_year,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
sewmc,m,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wpmecsbd,f,0,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,<,<,=,>,>,>,>,>,>,>,>,>,<,<,<,<,>
sewpmc,m,1,professional,city,no,never,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wpsemc,f,1,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,<,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
wsemcdp,m,0,professional,city,yes,never,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,>,<,<,<,<
pmcews,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,<,<,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,<,>,<,>,>
wesmc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewpsmcb,f,0,professional,city,no,never,1,1,1,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wec,f,1,general,city,yes,never,0,0,0,0,1,1,0,1,n,n,n,>,>,n,>,n,n,>,>,n,>,n,>,>,n,>,>,>,n,>,>,<,<,<,<,>
ewmcs,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
smewcp,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
eswmc,m,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
ewsmcpb,f,0,general,city,no,never,1,1,1,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ews,m,1,general,city,no,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
wemcs,m,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
swmce,m,1,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
wsmec,f,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
smewc,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,=,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewpsc,m,1,professional,city,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,>,>,=,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
sewmc,m,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sew,f,0,higher,city,yes,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
sewpmc,m,1,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wepmcs,f,1,professional,city,no,never,1,1,0,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
scwe,f,0,general,city,yes,sev_a_year,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,>,>,>,<
sewpmcb,f,1,professional,city,no,never,1,1,1,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
smcew,f,1,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
ewsmc,f,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewpcm,m,1,general,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
pwmces,f,1,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,<,<,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,>,<,<,>
wepscb,m,1,professional,city,no,never,1,0,1,0,1,1,1,1,<,<,<,>,>,=,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wemcs,m,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
sewmc,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewpmc,f,1,professional,city,no,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wesmc,m,0,general,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
msewcdpb,m,0,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmc,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wemsc,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmsc,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmc,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wsemcd,f,0,general,city,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,>,<,<,<,<
wpsemc,m,1,general,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,>,<,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewms,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,<,<,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
wmesc,f,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wmcse,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,>
