sequence,education_type,locality,religion,how_often,generation,gender
sewmc,professional,city,no,never,0,m
wepcmsdb,professional,village,no,never,1,m
wemsc,general,village,yes,never,1,m
wes,professional,city,no,never,1,m
wmsce,higher,city,no,never,1,m
wsemc,professional,village,yes,never,0,m
sewpc,professional,city,yes,sev_a_year,1,m
wesmc,professional,village,no,never,1,m
eswpmbdc,professional,village,yes,sev_a_year,1,m
ewm,higher,town,yes,min_once_a_month,1,m
wmcse,higher,village,yes,never,0,m
spmcew,general,village,yes,sev_a_year,1,m
swemc,professional,city,yes,never,0,m
ewpmcs,professional,village,yes,never,1,m
wespcm,professional,city,yes,never,0,m
ewspmc,professional,village,yes,min_once_a_month,1,m
pmcews,professional,village,yes,sev_a_year,0,m
ews,general,city,no,never,1,m
sewcp,professional,village,yes,never,0,m
wemcs,professional,village,no,never,0,m
mwcse,general,city,yes,never,1,m
ewspmc,general,village,yes,sev_a_year,0,m
swpmcebd,higher,city,yes,never,1,m
ewmsc,professional,village,yes,sev_a_year,1,m
wemsc,professional,village,yes,never,0,m
wsec,general,village,yes,never,1,m
sewmc,professional,city,no,never,0,m
semwc,general,village,no,never,0,m
wmscedp,professional,village,yes,never,0,m
wsmce,higher,city,yes,sev_a_year,0,m
wpsemcbd,general,city,yes,never,1,m
ewsp,general,city,yes,sev_a_week,1,m
eswmc,general,city,yes,min_once_a_month,0,m
emwc,professional,village,yes,never,1,m
emwcs,general,village,yes,never,1,m
wsmce,professional,town,yes,sev_a_year,0,m
wmces,professional,village,yes,never,0,m
esw,general,village,yes,sev_a_year,1,m
ewmsc,professional,city,yes,sev_a_year,1,m
swpmcbde,professional,city,yes,sev_a_year,0,m
ewpsmc,professional,city,yes,sev_a_year,1,m
ewsmcpdb,professional,village,yes,never,0,m
wsmce,professional,town,yes,never,0,m
ewmsc,professional,village,yes,never,1,m
semcwdp,professional,city,no,never,0,m
swepm,professional,village,no,never,0,m
mcsew,higher,village,yes,never,1,m
wpecms,professional,town,yes,never,1,m
we,higher,city,yes,never,1,m
esw,general,village,yes,never,1,m
ewmsc,professional,village,yes,sev_a_year,1,m
semwc,general,village,no,never,0,m
sewcm,higher,city,yes,never,1,m
wemcs,professional,village,no,never,1,m
wmsec,professional,city,yes,sev_a_year,0,m
sewmc,higher,village,yes,never,0,m
ewsmdpc,professional,village,yes,never,0,m
ewmcs,professional,city,yes,never,1,m
ewspmcbd,professional,city,yes,sev_a_year,1,m
eswmc,higher,city,yes,sev_a_year,1,m
ewpsmc,general,city,yes,never,1,m
mscew,general,village,yes,min_once_a_month,0,m
ewmsc,professional,village,yes,never,0,m
sewpmc,professional,city,yes,never,1,m
semcw,higher,village,yes,never,1,m
ewps,professional,city,no,never,0,m
mwces,general,city,yes,sev_a_year,0,m
swmce,higher,city,yes,never,0,m
ewmcs,professional,village,no,never,0,m
ewmsdcpb,professional,city,no,never,1,m
swemcpb,general,city,no,never,0,m
ewmscp,professional,village,yes,never,0,m
wemcs,professional,village,yes,never,1,m
semcwd,higher,town,yes,sev_a_year,1,m
wepcsb,general,town,no,never,1,m
sewpmcbd,general,city,no,never,1,m
wepmcsbd,professional,city,yes,never,1,m
swemc,general,village,yes,never,1,m
wemsc,professional,village,yes,never,0,m
sewpmc,professional,city,yes,never,0,m
wespmc,professional,city,no,never,0,m
wpsemc,higher,village,yes,never,1,m
ewmcs,general,village,yes,never,0,m
spebw,professional,city,no,never,1,m
ewmcs,professional,city,no,never,0,m
wemcs,general,city,yes,never,0,m
swemcdp,professional,city,yes,sev_a_year,0,m
wsmec,higher,town,no,sev_a_year,0,m
ewmpsc,professional,city,no,never,1,m
esmcw,professional,city,no,never,1,m
sewmc,higher,town,yes,never,1,m
wsemc,professional,village,yes,never,1,m
wemcs,professional,town,yes,sev_a_year,0,m
wemc,higher,village,yes,min_once_a_month,1,m
swemc,professional,city,yes,never,0,m
sewpbmcd,professional,village,no,never,1,m
wmsce,general,village,yes,never,0,m
spmcwe,professional,village,yes,never,0,m
wemcsd,general,city,yes,never,0,m
swemc,general,village,yes,never,1,m
swmce,higher,town,yes,sev_a_year,1,m
semcw,general,village,yes,sev_a_year,1,m
ewmsdc,professional,city,yes,never,1,m
eswmcdp,professional,city,no,never,0,m
sew,higher,city,yes,sev_a_year,1,m
ewmsc,professional,town,yes,never,1,m
ewpmbdcs,general,city,yes,sev_a_year,1,m
sewmc,professional,city,no,never,0,m
ewspb,professional,city,no,never,1,m
we,higher,city,yes,never,1,m
ewpmsc,higher,town,yes,never,0,m
emscw,professional,village,no,sev_a_year,1,m
sewpbmc,general,city,yes,sev_a_year,1,m
pecbsmwd,general,city,yes,never,0,m
swpe,professional,city,yes,sev_a_year,1,m
wsemcp,higher,city,yes,min_once_a_month,1,m
ewpsmc,general,village,no,never,1,m
epwmcs,professional,village,yes,never,0,m
wepcsb,general,town,no,never,1,m
wmecs,professional,city,yes,never,1,m
wesmc,professional,village,yes,never,0,m
swepmcbd,professional,village,no,never,0,m
wemsc,general,city,yes,never,1,m
wmdscpeb,higher,town,yes,never,0,m
ewmsc,professional,village,yes,never,0,m
ewmsc,professional,village,yes,never,0,m
ewpsmcb,professional,city,no,never,1,m
swemc,professional,city,yes,never,1,m
ewcms,professional,village,yes,never,1,m
eswmcdp,general,city,yes,never,0,m
ews,general,village,yes,never,1,m
ewmsc,professional,village,yes,never,0,m
ewmsc,higher,city,no,sev_a_year,1,m
we,general,city,yes,min_once_a_month,1,m
wspcmeb,professional,city,yes,never,0,m
ewsmc,professional,village,no,never,1,m
sewmcpb,professional,city,yes,never,1,m
wesc,professional,city,no,never,1,m
mscew,professional,village,no,never,0,m
ewmsc,general,village,yes,never,0,m
esmwc,general,city,no,never,1,m
ewmsc,professional,city,yes,never,1,m
wepscb,professional,city,no,never,1,m
wsmec,higher,city,yes,sev_a_year,0,m
esmcw,general,village,yes,min_once_a_month,1,m
semwc,professional,town,yes,never,0,m
semwcdp,professional,village,no,never,0,m
semwpdc,professional,city,yes,sev_a_year,0,m
wsemc,general,city,yes,never,0,m
wepmscbd,professional,city,no,never,1,m
smwce,higher,city,yes,sev_a_year,1,m
pcmbdews,professional,city,no,never,1,m
ewsmc,professional,village,yes,never,0,m
swemd,professional,city,yes,sev_a_year,0,m
emscw,professional,village,no,sev_a_year,1,m
mswec,professional,city,yes,never,1,m
swepcm,professional,village,yes,never,0,m
ewpsmc,higher,village,yes,never,1,m
espwmc,general,village,no,never,1,m
wspec,professional,town,yes,sev_a_year,1,m
mswce,higher,village,yes,never,1,m
wepmcs,general,city,yes,never,1,m
ewscpm,professional,city,yes,never,0,m
sewmc,professional,city,yes,never,0,m
wespmcbd,professional,city,yes,sev_a_year,1,m
ewspmcbd,professional,city,yes,sev_a_year,1,m
ewmsc,professional,city,yes,never,1,m
wpscme,professional,village,yes,never,0,m
wemc,general,town,yes,min_once_a_month,1,m
ewmscdp,professional,village,no,never,0,m
sew,professional,village,yes,never,1,m
eswmc,professional,village,yes,sev_a_year,0,m
ewmsc,general,village,yes,once_a_week,1,m
ewcs,professional,village,yes,min_once_a_month,1,m
smcew,higher,city,no,never,0,m
sewmc,professional,city,yes,sev_a_year,0,m
wpcmsbde,professional,city,no,never,1,m
wpesc,professional,town,yes,sev_a_year,0,m
ewmsc,professional,village,no,never,1,m
swpmce,general,city,no,never,1,m
wsemc,professional,town,no,never,0,m
ewmcs,professional,city,yes,never,1,m
wespcb,general,city,yes,never,0,m
sewmcd,professional,city,no,never,0,m
ewmcs,professional,village,yes,never,0,m
wmescdp,higher,city,no,sev_a_year,0,m
eswmc,general,city,yes,never,0,m
wpsmce,professional,city,no,never,1,m
wmces,higher,town,yes,never,0,m
wcsem,professional,village,no,never,0,m
ews,general,village,yes,never,1,m
wmsce,professional,town,yes,sev_a_year,0,m
ewsmc,professional,village,yes,sev_a_year,0,m
sewmc,professional,town,yes,sev_a_year,0,m
ewmsc,professional,village,yes,never,0,m
smwce,higher,city,no,never,0,m
sewmdpc,professional,city,yes,sev_a_year,1,m
wmsce,general,city,yes,sev_a_year,0,m
wsmce,professional,village,no,never,0,m
wepsmc,professional,city,yes,never,1,m
ewpmsbdc,professional,city,yes,never,0,m
sewmc,professional,village,yes,never,0,m
eswmc,professional,village,yes,sev_a_year,1,m
ewspb,professional,city,yes,sev_a_year,1,m
ewsmcd,general,city,yes,never,0,m
ewsmc,professional,city,no,never,0,m
escwpm,professional,town,yes,sev_a_year,1,m
ewmcs,professional,village,no,never,1,m
wse,general,city,no,never,1,m
ewpsb,higher,city,yes,min_once_a_month,1,m
ewmcs,professional,village,no,never,1,m
wsmce,higher,city,yes,sev_a_year,0,m
mcews,higher,town,yes,never,0,m
wpsemc,higher,village,yes,never,1,m
wse,professional,village,yes,never,0,m
mwces,general,city,yes,sev_a_year,0,m
ewmcs,professional,town,yes,min_once_a_month,0,m
eswpb,general,city,yes,never,1,m
wmces,professional,city,yes,sev_a_year,0,m
wes,professional,city,no,never,1,m
wesmc,professional,village,yes,never,0,m
ewmcs,higher,village,no,never,1,m
ewspmbd,professional,city,yes,never,0,m
semcwd,higher,town,yes,sev_a_year,1,m
wecms,professional,village,yes,never,0,m
swmce,higher,city,yes,never,0,m
wemscp,professional,village,yes,sev_a_year,1,m
ewmsc,professional,town,yes,never,0,m
semcw,general,village,yes,sev_a_year,1,m
emcsw,general,village,yes,never,1,m
sewmc,higher,city,yes,never,1,m
swmce,higher,city,no,never,1,m
swmce,professional,city,yes,sev_a_year,0,m
wemcs,professional,town,yes,sev_a_year,0,m
wsmec,higher,city,yes,sev_a_year,0,m
wspcme,professional,city,yes,never,0,m
ewmsc,general,village,yes,never,0,m
ewpmcs,professional,village,yes,never,1,m
wsemc,professional,village,yes,never,0,m
ewpmscbd,general,village,no,never,1,m
swmce,higher,city,no,never,1,m
wemcs,general,city,no,never,0,m
epwmcs,professional,city,yes,never,1,m
wmsec,general,town,yes,never,0,m
ewmcs,professional,city,yes,never,1,m
sewc,professional,village,no,never,1,m
ewmsc,professional,city,yes,sev_a_year,1,m
wemcs,general,village,yes,sev_a_year,1,m
wsemc,professional,village,yes,never,0,m
smwce,higher,city,no,never,0,m
wmces,professional,town,yes,min_once_a_month,0,m
sewmdp,higher,village,no,never,1,m
sewmc,general,village,yes,sev_a_year,1,m
wmsce,higher,city,yes,never,1,m
ewpsmc,higher,village,yes,never,1,m
pewsmc,professional,city,yes,never,1,m
wemcs,professional,village,yes,never,1,m
wesmc,general,city,yes,min_once_a_month,0,m
wesmc,general,city,yes,never,0,m
wsme,professional,city,yes,never,0,m
spmecwbd,professional,city,yes,sev_a_year,1,m
swep,professional,city,yes,never,1,m
swepm,professional,village,no,never,0,m
wsmec,higher,city,yes,sev_a_year,0,m
mscew,general,town,yes,never,0,m
ewmcs,general,city,yes,never,0,m
sewm,higher,city,yes,min_once_a_month,0,m
mewscd,professional,city,yes,never,0,m
ewmsc,professional,city,yes,never,0,m
ewsmc,professional,town,yes,sev_a_year,0,m
swemdc,general,village,no,never,0,m
ewpbmsdc,professional,city,no,never,0,m
wes,professional,city,yes,never,0,m
wsemc,higher,city,yes,never,0,m
swmce,higher,village,yes,min_once_a_month,1,m
spmwce,higher,village,yes,never,1,m
wmcse,professional,city,yes,never,0,m
ewmsc,higher,city,yes,sev_a_year,0,m
swpcmbe,general,village,yes,never,1,m
spewc,professional,city,no,sev_a_year,1,m
wesmc,general,city,yes,never,0,m
wsmce,professional,city,yes,sev_a_year,1,m
wspemc,higher,city,yes,never,1,m
ewmsc,general,village,yes,sev_a_year,0,m
sewmdcpb,professional,village,yes,never,1,m
wesmc,general,city,yes,never,0,m
e,general,village,yes,never,0,m
ew,general,city,yes,never,1,m
eswmc,professional,city,yes,sev_a_year,1,m
ewpsmc,professional,city,yes,never,1,m
wsemc,general,village,no,never,0,m
wmescdp,higher,city,no,sev_a_year,0,m
ewmsc,professional,village,yes,never,0,m
wemsc,professional,city,yes,sev_a_year,0,m
wspmec,general,city,yes,sev_a_year,1,m
ewsmc,general,village,no,never,1,m
wmces,professional,city,yes,sev_a_year,0,m
sewmc,higher,city,yes,never,1,m
sewpm,professional,village,yes,sev_a_year,0,m
ewmsc,professional,city,no,never,1,m
emw,higher,city,yes,sev_a_year,1,m
sewc,professional,village,no,never,1,m
swmce,professional,city,yes,sev_a_year,0,m
ewpmcs,professional,town,yes,sev_a_year,0,m
swmce,higher,city,yes,never,1,m
wesmc,general,village,yes,never,1,m
wsme,professional,city,yes,never,0,m
wsemcpd,higher,town,yes,once_a_week,0,m
swmce,higher,city,yes,never,0,m
ewmsc,professional,city,no,never,1,m
ews,general,city,no,never,1,m
sew,professional,village,yes,never,1,m
eswpmc,general,village,no,never,0,m
ewmsc,general,town,yes,never,1,m
emcws,general,village,no,never,1,m
ewmsc,professional,city,yes,never,0,m
ewmc,higher,town,yes,sev_a_year,1,m
swemcpb,general,city,no,never,0,m
wpmcbdes,general,village,yes,never,0,m
ewmcds,higher,city,no,never,1,m
ewmsc,professional,village,yes,never,0,m
mcewspbd,professional,village,no,never,0,m
smcedpw,professional,city,yes,never,0,m
swemc,general,village,yes,sev_a_year,0,m
ewmsc,professional,village,yes,never,1,m
wemsc,professional,city,yes,never,0,m
pcmsewb,general,village,yes,never,1,m
wemsc,general,city,yes,never,1,m
mewsc,general,village,yes,never,1,m
ewmcs,professional,city,no,never,0,m
ewmsc,higher,city,yes,sev_a_year,0,m
sewmc,professional,city,no,never,1,m
ewmscdp,professional,town,yes,never,0,m
swmce,higher,city,no,never,0,m
swmce,professional,city,no,never,0,m
ewmsc,professional,village,yes,never,0,m
wmecdps,higher,city,yes,never,0,m
wepcbs,professional,city,no,sev_a_year,1,m
ewmsc,general,town,yes,sev_a_year,0,m
sewc,professional,city,yes,never,1,m
swcmpdeb,higher,city,yes,sev_a_year,1,m
ewsmc,general,village,yes,never,1,m
peswb,professional,city,no,never,1,m
wesmc,general,city,yes,min_once_a_month,0,m
ewspcm,professional,city,no,never,1,m
ewmcs,professional,town,yes,never,0,m
ewmsc,professional,village,yes,never,1,m
ewpscmbd,professional,village,no,never,0,m
wmcse,higher,city,no,never,0,m
ewmcs,professional,city,yes,never,0,m
ewpmsc,general,city,yes,never,0,m
wpsemcbd,general,city,yes,never,1,m
wsmce,professional,city,no,never,0,m
emcsw,higher,city,yes,never,0,m
wemsc,general,city,yes,never,0,m
spebw,professional,city,no,never,1,m
ewcms,professional,village,yes,never,1,m
ew,general,village,yes,never,1,m
peswb,professional,city,no,never,1,m
swmce,professional,city,yes,sev_a_year,0,m
mscew,professional,village,no,never,0,m
ewsmc,professional,village,yes,never,0,m
ewmcs,general,village,no,never,0,m
wesmc,professional,village,yes,never,1,m
ewmsc,general,village,yes,once_a_week,1,m
ewmsc,general,village,yes,never,0,m
pmcews,professional,village,yes,sev_a_year,0,m
ewpmcs,professional,village,yes,never,1,m
sewpmc,professional,city,no,never,1,m
ewmcs,professional,town,yes,never,0,m
ew,higher,city,no,never,1,m
swemc,professional,city,yes,never,1,m
sewpmcb,higher,city,yes,never,0,m
ewmsc,professional,village,yes,never,0,m
ewmscdpb,professional,city,yes,sev_a_year,0,m
ewcms,professional,village,yes,never,0,m
ewspmc,general,village,no,never,1,m
pmswced,higher,city,yes,never,1,m
wse,general,city,no,never,1,m
ewsmc,professional,town,yes,sev_a_year,0,m
ewpsc,professional,village,no,never,1,m
sepmcw,professional,village,no,never,1,m
ewsmd,professional,city,no,never,0,m
ewmcs,professional,city,no,never,0,m
wemcs,general,village,yes,sev_a_year,0,m
swpcmbe,general,village,yes,never,1,m
wesmc,higher,city,no,never,0,m
swepmcbd,professional,village,no,never,0,m
swmce,professional,city,yes,sev_a_year,0,m
wemsc,professional,village,yes,never,1,m
wemcs,professional,village,yes,never,1,m
swepmc,professional,village,no,never,0,m
wsmce,professional,city,yes,never,0,m
wesmcdp,professional,village,yes,once_a_week,0,m
ewmsc,general,city,no,never,0,m
ewmsc,general,village,yes,sev_a_year,0,m
semwc,professional,city,yes,min_once_a_month,1,m
wmces,higher,town,no,never,0,m
ewmcs,professional,village,yes,never,1,m
wmces,professional,village,no,never,0,m
ewscp,general,village,yes,never,1,m
ewsmc,professional,city,yes,never,1,m
emcsw,higher,city,yes,never,0,m
ewpmcsbd,professional,city,yes,never,0,m
swmce,general,village,yes,sev_a_year,1,m
mcwes,general,city,no,never,0,m
eswmdpcb,general,city,no,never,0,m
smewc,higher,city,no,never,0,m
ewmsc,professional,city,yes,sev_a_year,0,m
ewpmcs,professional,village,yes,never,0,m
ewmspdc,general,town,yes,sev_a_year,0,m
wepcbsm,professional,village,yes,never,0,m
ewmsc,professional,village,yes,sev_a_year,0,m
wsmce,professional,town,yes,sev_a_year,0,m
wmsedc,general,village,yes,never,0,m
ewsmc,professional,city,yes,never,1,m
we,higher,village,yes,never,1,m
ewpmcs,professional,village,yes,never,1,m
swemc,general,village,yes,sev_a_year,0,m
wsepcb,professional,city,yes,min_once_a_month,1,m
eswmcd,higher,village,no,never,1,m
wsmce,professional,city,yes,once_a_week,1,m
emwsc,professional,city,yes,sev_a_year,1,m
eswmc,professional,village,no,never,1,m
wes,higher,city,yes,never,1,m
ewsmc,professional,city,yes,sev_a_year,0,m
sewmc,general,village,yes,min_once_a_month,0,m
spebw,professional,city,no,never,1,m
wsmce,professional,city,yes,never,0,m
wemcs,general,village,yes,never,0,m
sewmc,professional,village,yes,never,0,m
wesc,professional,city,no,never,1,m
we,higher,city,yes,never,1,m
pswmcebd,higher,city,yes,sev_a_year,0,m
wmscepb,professional,city,yes,never,0,m
sewmc,professional,city,yes,sev_a_year,1,m
semwc,general,village,no,never,0,m
sewpmc,professional,city,yes,never,1,m
wemscd,professional,city,yes,never,0,m
wsmce,professional,city,no,never,0,m
wmces,general,village,yes,never,0,m
ewscp,general,village,yes,never,1,m
sewmc,professional,city,yes,never,0,m
emwcs,general,city,yes,never,0,m
pewsmc,professional,city,yes,never,1,m
pwbcemsd,professional,town,yes,sev_a_year,1,m
wsepcm,professional,city,yes,never,0,m
wspmce,professional,village,no,never,1,m
wmcse,higher,village,yes,never,0,m
wesmc,professional,village,yes,never,0,m
ewmsc,professional,village,yes,sev_a_year,1,m
mcsew,higher,village,yes,never,1,m
wmsce,general,city,no,never,0,m
ewmsc,higher,city,no,never,0,m
ewmcs,general,village,no,never,0,m
wpsmec,higher,city,yes,sev_a_year,1,m
wespmc,professional,city,yes,never,0,m
ewspmc,professional,village,yes,min_once_a_month,1,m
ewmcs,professional,town,yes,never,0,m
swemc,professional,city,yes,never,0,m
ewmcs,professional,city,no,never,1,m
we,higher,city,yes,never,1,m
wspcmeb,professional,city,yes,never,0,m
ewpcmsb,professional,village,yes,sev_a_year,0,m
smewcd,higher,city,no,never,1,m
wems,professional,village,yes,sev_a_year,0,m
eswmc,professional,city,no,never,1,m
ewspm,professional,city,yes,never,0,m
spmewcdb,higher,city,no,never,1,m
wesmc,professional,village,yes,never,1,m
emwcspd,professional,village,yes,never,1,m
sewpmc,professional,city,yes,sev_a_year,1,m
wemcs,professional,town,yes,min_once_a_month,0,m
sewmc,professional,village,no,never,1,m
wemsc,general,city,yes,never,1,m
ewsmc,professional,city,yes,never,1,m
wscpbe,general,city,yes,sev_a_year,1,m
we,professional,village,yes,sev_a_year,1,m
ewpmcsbd,professional,city,yes,never,0,m
eswpb,general,city,yes,never,1,m
ewmcs,general,city,yes,never,0,m
ewmcs,professional,city,yes,never,1,m
pewsmc,professional,city,yes,never,1,m
ewmcs,general,city,yes,never,0,m
msewcdpb,professional,city,yes,sev_a_year,0,m
smwce,general,city,yes,sev_a_year,1,m
wspmec,general,city,yes,sev_a_year,1,m
swemc,professional,city,yes,never,0,m
wespcmbd,professional,city,no,never,0,m
swmec,professional,city,no,never,1,m
wesmc,professional,village,no,never,1,m
wecpsmbd,professional,city,yes,never,0,m
wepmcs,higher,city,yes,never,1,m
wesmc,general,city,yes,sev_a_year,0,m
wemcs,professional,city,yes,never,0,m
ewpsmc,professional,city,no,never,1,m
we,professional,village,yes,sev_a_year,1,m
wmsec,professional,village,no,never,0,m
sewpb,professional,city,yes,sev_a_year,0,m
wmsce,professional,city,yes,never,0,m
wes,general,city,yes,sev_a_year,0,m
wemcs,general,village,yes,sev_a_year,0,m
eswmc,professional,city,no,never,1,m
ewmsc,professional,village,yes,never,0,m
wpcsme,general,village,yes,never,0,m
weps,general,city,yes,never,1,m
sewmc,professional,village,yes,sev_a_year,0,m
swpmce,general,city,yes,never,1,m
ewscm,professional,village,no,never,0,m
ewsmc,general,village,no,never,1,m
spmwec,professional,village,no,never,0,m
pwmces,higher,city,yes,sev_a_year,1,m
wemcs,professional,village,yes,never,1,m
swmce,higher,village,yes,sev_a_year,0,m
swmce,professional,city,yes,never,1,m
wemcs,professional,city,yes,never,1,m
sewmc,higher,city,yes,never,0,m
wspmbde,professional,city,yes,never,0,m
sewmc,professional,village,yes,never,1,m
spmecwbd,professional,city,yes,sev_a_year,1,m
wmces,professional,city,yes,sev_a_year,0,m
eswpmcd,general,city,no,never,1,m
ewmcs,professional,city,yes,never,1,m
eswmc,general,city,yes,never,0,m
ewmsc,professional,city,no,never,1,m
wscpbe,general,city,yes,sev_a_year,1,m
we,general,village,no,never,1,m
eswmc,professional,city,no,never,1,m
sewmc,professional,village,yes,never,1,m
sewpcm,professional,city,yes,never,1,m
wmcse,higher,city,yes,sev_a_year,1,m
wemsc,professional,village,yes,never,1,m
wemc,higher,village,yes,min_once_a_month,1,m
ewpsc,higher,city,yes,never,1,m
wmsec,professional,city,yes,never,1,m
wesmc,professional,village,yes,never,0,m
ewmsc,general,town,no,never,1,m
wsme,professional,city,yes,never,0,m
wmcse,professional,city,yes,sev_a_year,0,m
ewpsc,professional,city,yes,sev_a_year,1,m
swmce,higher,town,yes,sev_a_year,1,m
wepsmcb,general,village,yes,sev_a_year,0,m
sewmc,professional,city,yes,sev_a_year,1,m
wcspe,general,town,no,never,1,m
mcwsep,higher,village,yes,sev_a_year,0,m
wemscd,professional,city,yes,never,0,m
wmcedpsb,professional,city,no,never,0,m
wesp,professional,village,yes,never,1,m
ewmc,professional,town,yes,min_once_a_month,1,m
ewsmcd,general,city,yes,never,0,m
eswpmc,general,village,no,never,0,m
emswcd,professional,city,yes,never,1,m
ewsc,professional,city,yes,never,1,m
ewsmc,professional,village,no,never,1,m
ewmsc,professional,city,yes,sev_a_year,1,m
emcsw,general,village,yes,never,1,m
wepbs,general,city,yes,sev_a_year,0,m
mscew,general,town,yes,never,0,m
wemcs,general,village,yes,never,0,m
wmces,professional,city,yes,never,0,m
ewmsc,higher,city,yes,never,0,m
swmec,higher,city,yes,sev_a_year,1,m
wmsce,general,city,yes,never,0,m
smewc,higher,town,yes,never,0,m
wepcsb,general,town,no,never,1,m
wemcs,professional,village,yes,never,1,m
wsepcb,professional,city,yes,min_once_a_month,1,m
wmcse,higher,city,yes,sev_a_year,1,m
wepcms,general,village,yes,never,0,m
swmce,professional,city,yes,sev_a_year,1,m
sewmc,professional,city,no,never,0,m
ewpsmc,professional,city,no,never,1,m
wmsce,professional,city,yes,never,0,m
wsepmc,professional,village,no,never,1,m
swmce,general,city,yes,never,0,m
wsecpm,professional,village,no,never,0,m
wmsec,professional,village,no,never,0,m
ewmsc,general,town,yes,sev_a_year,0,m
wspmec,higher,city,yes,sev_a_year,0,m
esmcw,general,village,yes,min_once_a_month,1,m
spmwec,professional,village,no,never,0,m
wmces,higher,city,yes,sev_a_year,1,m
we,general,village,no,never,1,m
swmce,professional,city,yes,never,0,m
ewmsc,professional,town,yes,never,0,m
wsepmc,professional,village,no,never,1,m
smwce,higher,city,no,never,0,m
wesmc,professional,town,yes,never,0,m
ewmcs,professional,city,yes,sev_a_year,1,m
swmce,professional,village,yes,never,1,m
esw,general,village,yes,never,1,m
emcws,general,village,yes,sev_a_year,1,m
ewpsc,general,city,yes,never,0,m
sewpmc,professional,village,yes,sev_a_year,1,m
we,professional,village,yes,never,1,m
eswmc,general,village,yes,sev_a_year,1,m
ewsmc,general,village,yes,sev_a_year,0,m
wemcs,general,town,yes,min_once_a_month,0,m
sewm,higher,village,no,never,1,m
swe,higher,town,yes,never,0,m
wpsmceb,higher,city,yes,sev_a_year,0,m
ewpsmc,professional,city,yes,sev_a_year,1,m
ewpsc,professional,city,yes,never,0,m
wecpsmbd,professional,city,yes,never,0,m
we,higher,city,yes,never,1,m
ews,higher,city,yes,never,1,m
sewmc,higher,city,yes,sev_a_year,0,m
ewspmc,general,village,yes,sev_a_year,0,m
spmecwbd,professional,city,yes,sev_a_year,1,m
sewpb,professional,city,yes,sev_a_year,0,m
wesp,general,village,no,never,1,m
wemspc,general,village,no,never,1,m
ewsmc,general,city,no,never,0,m
mscew,general,village,yes,never,0,m
ewmcs,professional,village,yes,never,0,m
swmce,higher,town,yes,sev_a_year,1,m
wsemc,higher,city,yes,never,1,m
smewc,higher,city,yes,sev_a_year,0,m
ewmsc,professional,city,yes,never,1,m
sewmcpb,professional,city,yes,never,1,m
ew,higher,town,yes,min_once_a_month,1,m
wsmce,professional,town,yes,never,0,m
wmcse,professional,village,no,never,1,m
swpmecbd,professional,town,yes,never,0,m
we,general,city,yes,min_once_a_month,1,m
spcew,professional,city,yes,never,0,m
wespmc,general,city,yes,never,0,m
ewmsc,professional,town,yes,never,0,m
sewm,higher,village,yes,never,1,m
ew,professional,city,yes,sev_a_year,1,m
wpsmce,general,village,yes,sev_a_year,0,m
wsemc,professional,village,yes,never,0,m
ewmcs,general,village,yes,never,0,m
swecp,general,city,yes,sev_a_year,0,m
swmec,higher,city,yes,sev_a_year,1,m
ewspmbdc,professional,city,no,never,1,m
mcews,higher,city,yes,never,1,m
emwscd,professional,village,no,sev_a_year,1,m
ewsmc,general,city,no,never,0,m
sewmcdp,professional,city,yes,sev_a_year,0,m
sewm,higher,city,no,never,0,m
swemcd,general,city,yes,never,1,m
ewsmc,professional,city,yes,never,1,m
swmce,professional,city,yes,sev_a_year,0,m
wsmce,professional,village,yes,never,0,m
swepcm,professional,village,yes,never,0,m
mscwe,higher,town,yes,sev_a_year,1,m
wmecs,professional,city,yes,never,0,m
semwc,professional,city,yes,sev_a_year,1,m
spewc,professional,city,no,sev_a_year,1,m
emwcspd,professional,village,yes,never,1,m
ewsmc,professional,city,no,never,0,m
ewmcs,professional,city,no,never,1,m
ewmscdp,professional,town,yes,never,0,m
swemdc,general,village,no,never,0,m
wmesc,general,village,no,never,1,m
wesmc,general,city,yes,never,0,m
sewpmc,general,village,yes,never,1,m
ewsmc,general,town,yes,never,0,m
swemc,higher,city,yes,never,0,m
ewmscdpb,professional,village,yes,sev_a_year,0,m
wmesc,professional,village,yes,sev_a_year,1,m
wmsec,professional,city,yes,sev_a_year,0,m
mscew,general,village,yes,min_once_a_month,0,m
swepb,higher,city,yes,never,1,m
ewsmc,professional,city,yes,never,0,m
swemc,professional,city,yes,never,0,m
wsemcdp,professional,city,yes,never,0,m
wsmce,professional,village,yes,never,0,m
sewpbmcd,professional,village,no,never,1,m
swmce,professional,city,yes,sev_a_year,0,m
ewmscdpb,professional,village,yes,sev_a_year,0,m
ewsmc,professional,village,yes,never,1,m
sewmc,professional,city,yes,never,0,m
wesp,professional,village,yes,never,1,m
emcsw,higher,city,yes,never,0,m
ews,professional,city,yes,sev_a_week,0,m
ewsmc,professional,city,yes,sev_a_year,1,m
ewmsc,professional,village,yes,never,0,m
eswmd,higher,city,yes,sev_a_year,1,m
wesc,higher,city,no,never,1,m
ewmcs,professional,village,yes,never,0,m
swemc,professional,village,no,never,0,m
smwce,general,city,yes,sev_a_year,1,m
msewpdc,general,village,yes,never,0,m
wsmce,professional,city,no,never,0,m
pewsmc,professional,city,yes,never,1,m
ewsmc,professional,city,no,never,0,m
