gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;last_ev
m;general;city;no;never;10g;254;267;;;273;;260;255;<;<;<;<;<;<;<;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;general;city;yes;never;7g;279;289;;;299;195;239;;<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;higher;city;yes;never;11g;;;;;;;272;;n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;education
m;professional;city;yes;sev_a_year;10g;284;289;;;;152;277;257;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;village;yes;never;8g;;252;;;264;;188;200;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;higher;city;yes;never;7g;;253;;;262;224;;;>;n;n;n;n;>;>;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;education
m;professional;town;yes;never;6g;;254;;;;223;207;218;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;general;village;no;never;4g;;345;;;360;;215;329;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;higher;city;yes;sev_a_year;6g;;272;;;283;217;203;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;higher;city;no;never;4g;;292;;;302;247;;;>;n;n;n;n;>;>;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;work
m;professional;city;no;never;9g;;;;;;217;;235;n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;>;<;>;n;<;work
m;professional;village;yes;never;4g;;289;;;;273;180;212;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;general;town;no;never;9g;281;;;;294;296;176;200;<;<;<;>;>;<;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;br
m;general;city;yes;never;2g;;379;;;;384;280;203;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;general;city;yes;never;7g;424;;;;316;241;246;224;<;<;<;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;marriage
m;professional;city;yes;never;11g;;273;;;;273;259;231;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;higher;village;no;never;10g;;;;;;207;242;;n;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;>;<;<;education
m;higher;town;yes;sev_a_year;9g;;248;;;259;308;240;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
m;professional;village;yes;never;6g;328;343;;;;218;188;225;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;city;yes;sev_a_year;6g;;264;;;292;338;205;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
m;professional;city;yes;never;2g;;345;;;;204;218;335;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;city;yes;once_a_week;9g;;;;;;;317;231;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;sep
m;higher;city;no;sev_a_year;4g;;291;;410;327;301;217;301;>;n;>;>;>;>;>;<;<;<;>;<;<;>;>;>;>;>;>;>;>;>;>;=;<;<;<;<;partner
m;professional;village;yes;never;8g;;262;;;273;269;197;209;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
m;professional;village;no;never;5g;;;;;297;197;243;217;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;marriage
m;professional;city;no;never;7g;;303;;;;305;246;245;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;town;yes;sev_a_year;9g;;288;;;;288;246;257;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;town;no;never;9g;;297;;;;268;316;268;>;n;n;>;>;>;n;<;<;>;<;>;<;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;child
m;professional;village;yes;never;5g;;266;;;;232;227;227;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;child
m;professional;town;yes;never;7g;;275;;;;217;234;233;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;higher;town;yes;once_a_week;4g;;382;;;398;272;214;380;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;partner
m;professional;village;yes;never;7g;;262;;286;270;222;188;211;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;<;partner
m;professional;city;yes;never;5g;;265;;;279;265;197;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;higher;village;yes;never;3g;;299;;;334;203;293;445;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;partner
m;higher;city;yes;sev_a_year;9g;255;336;263;;;215;267;262;<;<;<;<;<;>;<;>;<;>;>;>;<;<;>;<;>;<;>;>;>;n;<;>;<;>;<;<;child
m;general;village;yes;never;4g;;345;;;;348;285;190;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;yes;never;5g;426;;;;;202;401;247;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;marriage
m;professional;village;yes;never;7g;;277;;;282;;238;273;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;general;village;no;never;6g;;253;;;264;253;;256;>;n;n;>;n;>;>;<;<;<;<;=;<;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;work
m;professional;city;no;never;9g;277;298;;;;;252;216;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;child
m;higher;city;yes;sev_a_year;11g;;262;;;;;;224;>;n;n;>;n;n;n;<;<;>;<;<;<;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;work
m;higher;village;yes;never;6g;;331;;;;;348;335;>;n;n;>;>;n;n;<;<;<;<;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;child
m;higher;village;no;never;2g;312;256;;312;275;256;217;299;>;<;=;>;>;>;>;<;<;<;>;=;<;>;>;>;>;>;>;>;>;>;>;>;>;<;<;<;br
m;professional;village;no;never;7g;;244;;;;213;213;213;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;child
m;higher;city;yes;never;4g;;217;;;223;145;203;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;professional;village;yes;sev_a_year;9g;227;229;;;;179;221;223;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;city;no;never;9g;;280;;;302;;242;229;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;higher;city;yes;sev_a_year;7g;;221;;;223;285;203;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
m;professional;city;no;never;6g;254;269;;;;182;214;214;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;professional;city;yes;sev_a_year;9g;;;;;;;220;221;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;marriage
m;general;village;yes;never;2g;;251;;257;;;332;183;>;n;>;>;>;n;n;<;<;>;<;<;<;>;>;>;n;n;>;<;<;<;<;<;<;<;<;n;sep
m;professional;city;yes;never;1g;;;;;;;256;256;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;=;<;<;<;<;n;sep
m;professional;city;yes;never;8g;270;224;;264;;224;217;216;>;<;>;>;>;>;<;<;<;>;>;=;<;>;>;>;>;n;>;>;>;<;<;<;<;<;<;<;child
m;general;village;yes;never;2g;287;;;;;285;295;294;<;<;<;<;<;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;marriage
m;general;village;yes;never;4g;;225;;;246;231;201;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;city;yes;sev_a_year;8g;368;375;428;;379;377;253;223;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;div
m;professional;village;yes;never;4g;;303;;;317;;270;201;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;professional;city;yes;never;11g;;;;;;220;;215;n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;<;<;>;n;<;work
m;general;village;yes;never;1g;;312;;;323;;186;207;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;general;city;no;never;6g;;257;;;264;;282;359;>;n;n;>;>;n;>;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;>;>;sep
m;professional;village;yes;sev_a_year;4g;;322;;;;209;230;229;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;higher;town;no;never;2g;301;;379;;356;279;246;373;<;<;<;<;>;>;<;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;marriage
m;professional;city;yes;sev_a_year;9g;275;278;;;;201;217;217;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;professional;city;no;never;7g;303;;;;313;266;264;231;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;marriage
m;professional;city;yes;never;7g;261;275;;;284;272;211;211;<;<;<;>;>;<;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;br
m;professional;city;yes;min_once_a_month;8g;;226;;;228;;240;222;>;n;n;>;>;n;>;<;<;>;<;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;>;>;sep
m;higher;city;no;never;7g;;300;;;;217;277;;>;n;n;n;>;>;n;<;<;<;>;>;<;n;n;>;>;n;n;>;>;n;>;>;n;>;<;<;child
m;general;city;no;never;2g;;306;;;312;;199;234;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;professional;city;yes;never;4g;;313;;;;215;192;;>;n;n;n;>;>;n;<;<;<;>;>;<;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;education
m;higher;city;yes;never;11g;301;;;;;306;262;221;<;<;<;>;>;<;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;no;never;11g;;302;;;315;301;272;240;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;div
m;general;village;no;never;9g;248;254;;;264;255;234;206;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;general;city;yes;never;6g;;310;;;320;332;213;249;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;div
m;general;village;yes;sev_a_year;6g;308;310;;;;242;209;208;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;village;yes;never;9g;;243;;386;265;216;188;248;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;partner
m;professional;city;yes;sev_a_year;10g;;300;;;;300;258;232;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;yes;never;7g;;258;;;271;;214;213;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;general;town;yes;never;2g;;276;;;285;276;192;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;city;yes;sev_a_year;6g;266;273;;;279;272;255;261;<;<;<;>;>;<;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
m;higher;city;no;never;3g;;299;;;316;225;;;>;n;n;n;n;>;>;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;education
m;professional;city;yes;never;7g;;;;;;;215;;n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;education
m;professional;city;yes;never;1g;;302;;;;327;146;;>;n;n;n;>;>;n;<;<;<;>;<;<;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;education
m;professional;city;yes;never;9g;;253;;;;253;191;224;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;village;yes;never;6g;;281;;;;281;253;229;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;general;city;yes;never;6g;321;;;;378;218;188;200;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;br
m;higher;city;yes;never;1g;290;297;;;309;183;209;;<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;professional;town;yes;never;5g;;253;;;268;215;211;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;city;yes;never;8g;;254;;;;242;215;213;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;general;city;no;never;1g;;278;;;302;290;192;205;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;partner
m;professional;city;yes;sev_a_week;1g;;288;;;;213;207;301;>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;city;yes;never;7g;;293;;;;271;221;220;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;yes;never;2g;;279;;;;188;235;231;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;village;no;never;4g;;284;;;;226;284;284;>;n;n;>;>;>;n;<;<;=;=;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;higher;city;yes;sev_a_year;10g;;;;;;;238;;n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;education
m;professional;city;yes;sev_a_year;4g;;311;;;323;;190;344;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
m;professional;city;yes;sev_a_year;9g;275;278;;;;201;217;217;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;general;village;yes;never;8g;;310;;;322;;222;212;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;general;village;yes;never;8g;;280;;;;285;209;243;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;higher;town;yes;never;1g;;338;;;;245;338;337;>;n;n;>;>;>;n;<;<;>;=;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;higher;city;yes;never;9g;;;;;;276;264;263;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;marriage
m;higher;city;yes;never;9g;215;222;251;251;222;222;244;;<;<;<;<;<;<;<;<;<;<;<;=;=;=;<;>;>;>;<;>;>;>;>;>;>;>;>;=;education
m;general;city;yes;never;5g;;286;;;;240;187;235;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;higher;village;no;never;11g;;;;;;209;268;266;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;marriage
m;professional;village;no;never;5g;;302;;;308;220;216;216;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;div
m;professional;city;yes;never;7g;;;;;;220;252;251;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;higher;city;yes;never;9g;254;284;308;333;209;202;203;;<;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;<;<;education
m;professional;village;yes;sev_a_year;5g;277;305;;;303;;210;210;<;<;<;>;>;<;<;<;<;>;>;<;>;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;sep
m;professional;city;yes;sev_a_year;4g;;301;;;;311;226;271;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;general;city;yes;sev_a_year;10g;;257;;;264;207;264;;>;n;n;n;>;>;>;<;<;<;<;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;=;<;education
m;higher;village;yes;sev_a_year;6g;;258;;;;174;268;268;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;general;village;yes;never;6g;;234;;;247;;236;224;>;n;n;>;>;n;>;<;<;>;<;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;higher;village;yes;never;6g;;279;;;293;337;248;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
m;professional;village;no;never;11g;;294;;;333;294;217;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;general;city;yes;sev_a_year;8g;268;273;;;298;289;206;;<;<;<;<;>;<;<;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;village;yes;sev_a_year;5g;;271;;;;237;204;204;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;child
m;general;city;yes;never;5g;;;;;;;256;313;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;child
m;professional;town;yes;never;8g;;255;;;;241;208;207;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;higher;city;yes;sev_a_year;8g;;249;;;270;249;261;;>;n;n;n;>;>;>;<;<;<;<;=;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;professional;city;yes;sev_a_year;8g;;258;;;;259;261;219;>;n;n;>;>;>;n;<;<;>;<;<;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;div
m;general;city;yes;min_once_a_month;1g;;299;;;;296;176;236;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;city;yes;never;7g;261;275;;;284;272;211;211;<;<;<;>;>;<;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;div
m;professional;city;no;never;9g;291;;;;296;291;195;219;<;<;<;>;>;=;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;marriage
m;higher;village;no;never;6g;;303;;;312;271;231;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;higher;city;yes;never;3g;;292;;;;226;298;297;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;div
m;general;village;yes;never;7g;264;292;319;;286;234;253;;<;<;<;<;>;>;<;<;<;<;>;>;>;<;<;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;professional;city;yes;sev_a_year;4g;;289;;;;231;210;207;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;village;yes;sev_a_year;5g;;257;;;;220;241;204;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
m;general;city;yes;sev_a_year;2g;;267;;;280;305;192;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
m;professional;city;yes;sev_a_year;7g;;264;;;;220;247;217;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
m;higher;village;yes;sev_a_year;6g;;258;;;;174;268;268;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;professional;city;no;never;4g;318;321;585;;319;242;218;241;<;<;<;>;>;>;<;<;<;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
m;professional;village;no;never;8g;211;212;;;;185;;230;<;<;<;<;<;>;<;<;<;<;<;>;<;n;>;n;>;n;>;n;>;n;<;>;<;>;n;<;work
m;professional;city;yes;never;4g;;250;;;276;;256;219;>;n;n;>;>;n;>;<;<;>;<;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;professional;city;no;never;10g;258;279;;;312;258;253;242;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;professional;city;yes;never;3g;296;;;;266;239;227;227;<;<;<;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;marriage
m;professional;city;yes;never;4g;;313;;;;215;192;;>;n;n;n;>;>;n;<;<;<;>;>;<;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;education
m;professional;city;yes;never;6g;;261;;;262;;206;210;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;professional;village;yes;never;6g;;240;;;;196;258;231;>;n;n;>;>;>;n;<;<;>;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;city;yes;never;6g;;326;;;;326;245;293;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;village;no;never;8g;;267;;;;188;251;221;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;city;yes;never;10g;281;284;;;;287;220;218;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;yes;sev_a_year;8g;370;;413;;;318;221;;<;<;<;<;>;>;<;>;n;n;>;>;n;<;<;>;>;<;n;>;>;n;>;>;n;<;<;<;education
m;higher;town;yes;sev_a_year;2g;;282;;;294;282;247;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;village;yes;never;5g;;;;;286;;213;226;n;n;n;>;>;n;>;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;general;town;yes;min_once_a_month;9g;;344;;;;343;245;221;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;higher;city;no;sev_a_year;11g;;310;;;316;;290;286;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;professional;village;yes;never;9g;;270;;;275;219;261;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;professional;city;yes;sev_a_year;9g;;297;;;;261;208;265;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;village;no;never;2g;285;;;;;281;282;239;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;marriage
m;professional;village;no;never;9g;;254;;;;254;204;203;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;village;yes;never;4g;;272;;;197;;194;;>;n;n;n;>;n;>;<;<;<;>;<;>;n;n;>;n;>;n;>;n;>;>;n;>;<;<;>;education
m;professional;city;yes;sev_a_year;4g;;268;;;272;184;227;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;higher;city;yes;sev_a_year;7g;292;294;;;;293;214;362;<;<;<;<;>;<;<;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;city;yes;never;7g;;;;;;200;241;296;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;marriage
m;professional;city;yes;never;8g;;254;;;;246;215;200;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;town;yes;sev_a_year;6g;;272;;;293;;274;248;>;n;n;>;>;n;>;<;<;>;<;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;professional;city;yes;never;2g;;351;;;;263;192;;>;n;n;n;>;>;n;<;<;<;>;>;<;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;education
m;higher;city;yes;sev_a_year;2g;440;301;;377;449;220;279;277;>;<;>;>;>;>;<;<;<;>;>;>;<;>;>;>;>;>;>;>;>;<;<;>;<;>;<;<;br
m;professional;city;yes;sev_a_year;9g;334;;;;;246;249;;<;<;<;<;>;>;<;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;>;<;<;education
